sample	bin	completeness_checkm2	contamination_checkm2	genome_size	contig_n50	is_circular	n_contigs	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	bakta_16s_len	bakta_23s_len	bakta_5s_len	barrnap_16s	barrnap_23s	barrnap_5s	barrnap_16s_len	barrnap_23s_len	barrnap_5s_len	custom_trna_uniq	ssu_16s_len	ssu_23s_len	ssu_5s_len	operon	mimag	sample_barcode	classification	domain	phylum	class	order	family	genus	species	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	batch_id
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.5	98.57	0.12	1831490	1083392	FALSE	4	47	21	2	2	3	1530	2836	116	2	2	3	1527	2833	110	22	1530	2836	116	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp000434995	GCA_000434995.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	99.49	0.97	GCA_000434995.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	99.49	0.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963661525.1, s__Eubacterium_R sp963661525, 95.0, 94.45, 0.726; GCA_000436835.1, s__Eubacterium_R sp000436835, 95.0, 83.31, 0.392; GCA_945874765.1, s__Eubacterium_R sp945874765, 95.0, 82.57, 0.397; GCA_900540235.1, s__Eubacterium_R sp900540235, 95.0, 81.55, 0.271; GCA_963657005.1, s__Eubacterium_R sp963657005, 95.0, 81.54, 0.271	96.17	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.50	90.99	1.09	2030664	94322	FALSE	32	44	19	3	3	1	1531	2843	116	3	3	1	1529	2840	106	18	1531	2843	116	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Hominicoprocola	s__Hominicoprocola fusiformis	GCA_020687125.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	96.87	0.816	GCA_020687125.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	96.87	0.816	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_040095065.1, s__Hominicoprocola sp934835795, 96.51, 96.57, 0.854; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.88, 0.662; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 92.56, 0.702; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 90.76, 0.624; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.9, 0.638; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 89.86, 0.568; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 89.49, 0.598; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 88.22, 0.508; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 87.96, 0.475; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 87.8, 0.557; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 87.4, 0.526; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 87.05, 0.485; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 86.94, 0.4; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.61, 0.434; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 85.82, 0.423; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 84.62, 0.358; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 84.49, 0.341	83.7	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.57	95.65	0.28	3875301	221983	FALSE	20	68	21	5	4	5	1475	2895	111	5	4	5	1472	2886	106	20	1475	2895	111	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola massiliensis	GCF_000382445.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	98.78	0.857	GCF_000382445.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	98.78	0.857	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 93.87, 0.487; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 89.87, 0.681	88.5	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.58	100	1.18	2180328	1543781	FALSE	4	55	21	3	3	3	1530	2830	117	3	3	3	1527	2826	111	22	1530	2830	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcoides	s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.15	0.83	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.15	0.83	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 95.13, 0.779; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 94.15, 0.76; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 91.75, 0.687; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 90.48, 0.669	95.99	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.59	91.04	0.05	2239660	152173	FALSE	24	53	20	5	4	4	1512	2840	117	5	4	4	1510	2836	112	20	1512	2840	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium longum	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.66	0.894	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.66	0.894	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 95.83, 0.816; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 90.93, 0.74; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 87.27, 0.395; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 85.27, 0.367; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 85.19, 0.206; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.98, 0.336; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.82, 0.375; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 84.8, 0.215; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.74, 0.36; GCA_963648915.1, s__Faecalibacterium sp963648915, 95.0, 84.71, 0.184; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 84.54, 0.301; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.5, 0.192; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.44, 0.299; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 84.42, 0.326; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.17, 0.192; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 84.09, 0.296; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.93, 0.274; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.83, 0.209; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 83.67, 0.282; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.62, 0.248; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.5, 0.269; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 83.34, 0.277; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 83.28, 0.26; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.23, 0.296; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.21, 0.272; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 83.2, 0.182; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.2, 0.174; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.17, 0.266; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 83.17, 0.248; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 83.13, 0.271; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 83.12, 0.223; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 83.08, 0.226; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 83.07, 0.239; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 83.07, 0.224; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 83.01, 0.179; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 82.99, 0.278; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 82.97, 0.314; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 82.96, 0.229; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.95, 0.224; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 82.87, 0.242; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.83, 0.272; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.74, 0.228; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.74, 0.197; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 82.73, 0.214; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.61, 0.239; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.49, 0.214; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 82.36, 0.243; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 82.25, 0.235; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.14, 0.172; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 82.03, 0.254; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 82.03, 0.202; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.54, 0.198; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 81.52, 0.192; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.01, 0.201; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 80.84, 0.203	84.75	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.67	98.52	0.46	2270804	467811	FALSE	6	61	21	4	4	5	1532	2850	117	4	4	5	1529	2846	111	22	1532	2850	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcoides	s__Ruminococcoides intestinalis	GCF_014288065.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	97.79	0.815	GCF_014288065.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	97.79	0.815	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003438075.1, s__Ruminococcoides sp003438075, 95.0, 90.98, 0.624; GCA_900755995.1, s__Ruminococcoides sp900755995, 95.0, 82.1, 0.195	95.79	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.7	100	1.62	2329871	516084	FALSE	7	53	21	3	3	3	1517	2836	117	3	3	3	1515	2833	110	22	1517	2836	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Pseudoruminococcus	s__Pseudoruminococcus massiliensis	GCF_900291955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	98.17	0.832	GCF_900291955.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	98.17	0.832	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902765855.1, s__Pseudoruminococcus sp902765855, 95.0, 90.93, 0.652	98.37	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.73	100	1.09	2926458	333761	FALSE	16	71	21	5	7	4	1513	2831	117	5	7	4	1511	2827	112	22	1513	2831	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger qucibialis	GCA_004000625.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.6	0.898	GCA_004000625.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.6	0.898	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963626055.1, s__Gemmiger sp963626055, 95.0, 91.97, 0.716	95.65	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.8	99.51	1.91	2792327	379565	FALSE	19	76	21	5	6	5	1531	2849	117	5	6	5	1529	2846	98	22	1531	2849	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum butyriciproducens	GCF_003096535.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	97.59	0.82	GCF_003096535.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	97.59	0.82	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963661675.1, s__Agathobaculum sp963661675, 95.0, 89.98, 0.589; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 87.56, 0.488; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 83.44, 0.212; GCF_014288055.1, s__Agathobaculum hominis, 95.0, 83.36, 0.211; GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 83.32, 0.201	95.95	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.81	96.7	3.77	2372601	88560	FALSE	49	36	14	1	1	2	1243	2842	116	1	1	2	1242	2838	109	14	1243	2842	116	1	MQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp003516765	GCA_003516765.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	96.51	0.684	GCA_003516765.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	96.51	0.684	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937907715.1, s__CAG-170 sp937907715, 95.0, 91.82, 0.707; GCA_937967235.1, s__CAG-170 sp937967235, 95.32, 85.76, 0.39; GCA_916988195.3, s__CAG-170 sp900549635, 95.0, 85.48, 0.422; GCA_934661715.1, s__CAG-170 sp934661715, 95.0, 85.17, 0.268; GCA_934668605.1, s__CAG-170 sp934668605, 95.0, 84.51, 0.322; GCA_934643765.1, s__CAG-170 sp934643765, 95.0, 83.52, 0.196; GCA_002437575.1, s__CAG-170 sp002437575, 95.0, 83.39, 0.288	88.19	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.83	91.25	0.32	2173527	36631	FALSE	94	41	20	3	2	3	1541	1618	119	3	2	0	1538	1606	0	20	1541	1618	119	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G ventriosum	GCF_025150745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.88	0.92	GCF_025150745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.88	0.92	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.63	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.85	96.61	1.03	3286820	1651073	FALSE	7	44	19	4	4	5	1523	2890	117	4	4	5	1517	2885	111	19	1523	2890	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__UBA11524	s__UBA11524 sp000437595	GCA_000437595.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.69	0.904	GCA_000437595.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.69	0.904	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.1	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.86	99.98	0.57	1909892	223631	FALSE	13	78	21	6	6	6	1548	2900	116	6	6	6	1544	2896	109	22	1548	2900	116	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus thermophilus	GCF_010120595.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	98.72	0.88	GCF_010120595.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	98.72	0.88	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_963545685.1, s__Streptococcus sp963545685, 95.0, 91.81, 0.656; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 91.55, 0.713; GCF_902463925.1, s__Streptococcus sp902463925, 95.0, 91.02, 0.686; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 90.45, 0.683; GCF_009738225.1, s__Streptococcus sp001556435, 95.07, 89.81, 0.666; GCF_000785515.1, s__Streptococcus salivarius, 95.0, 89.34, 0.643; GCF_002094975.1, s__Streptococcus salivarius_D, 95.6, 89.31, 0.648; GCF_023109335.1, s__Streptococcus salivarius_E, 95.32, 88.63, 0.649; GCF_934229725.1, s__Streptococcus sp934229725, 95.27, 87.28, 0.569; GCF_030284685.1, s__Streptococcus raffinosi, 95.0, 87.15, 0.576	97.42	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.87	96.65	2.4	2039662	252726	FALSE	13	54	21	5	5	6	1528	3084	117	5	5	1	1526	3058	111	22	1528	3084	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium catenulatum	GCF_001025195.1	95.3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	98.49	0.902	GCF_001025195.1	95.3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	98.49	0.902	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.0, 94.62, 0.765; GCF_040095915.1, s__Bifidobacterium hominis, 95.0, 93.48, 0.736; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 93.09, 0.756; GCF_959028125.1, s__Bifidobacterium sp959028125, 95.0, 89.21, 0.525; GCF_959020145.1, s__Bifidobacterium sp959020145, 95.0, 87.94, 0.444; GCF_000010425.1, s__Bifidobacterium adolescentis, 95.0, 84.95, 0.32; GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 82.55, 0.238; GCA_905207115.1, s__Bifidobacterium angulatum_A, 95.0, 82.52, 0.165; GCF_959020155.1, s__Bifidobacterium sp959020155, 95.0, 82.36, 0.153; GCF_002451435.1, s__Bifidobacterium sp002451435, 95.0, 81.99, 0.166; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 81.96, 0.191; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 81.62, 0.185; GCA_963619615.1, s__Bifidobacterium sp963619615, 95.0, 81.26, 0.172; GCA_963595445.1, s__Bifidobacterium sp963595445, 95.0, 80.77, 0.181; GCA_963590945.1, s__Bifidobacterium sp963590945, 95.0, 80.61, 0.153	89.06	11	N/A	N/A	batch_7
