sample bin completeness_checkm2 contamination_checkm2 bakta_trna_all bakta_trna_uniq bakta_16s bakta_23s bakta_5s barrnap_16s barrnap_23s barrnap_5s custom_trna_uniq operon mimag
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.235 96.1 3.33 58 21 2 3 3 2 3 3 22 1 HQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.238 52.85 0.13 29 16 1 1 2 1 1 2 16 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.239 51.5 1.66 26 19 0 0 0 0 0 0 18 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.241 75.78 1.53 49 21 1 1 1 1 1 1 21 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.243 79.17 4.28 27 12 0 0 0 0 0 0 11 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.245 51.07 1.81 40 19 0 0 1 0 0 1 19 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.246 62.49 2.03 37 20 2 2 2 2 2 2 20 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.247 60.02 5.74 53 21 2 1 0 2 1 0 18 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.25 82.78 5.74 57 20 8 5 5 8 5 5 19 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.250 68.48 6.03 73 20 5 7 7 5 7 7 19 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.253 85.86 5.25 65 20 6 6 6 6 6 6 21 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.255 81.24 2.01 34 17 0 0 0 0 0 0 16 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.262 93.44 3.03 53 20 1 0 0 1 0 0 20 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.264 62.86 0.61 41 18 0 0 0 0 0 0 18 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.27 85.94 2.63 49 17 3 2 2 3 2 2 14 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.29 76.08 4.85 30 16 0 0 0 0 0 0 16 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.30 78.34 3.04 44 20 3 3 2 3 3 2 20 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.34 84.86 2.11 55 20 3 5 4 3 5 4 19 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.45 83.73 1.87 47 21 1 1 1 1 1 1 22 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.53 89.82 3.99 70 19 2 3 5 2 3 5 19 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.58 62.11 1.66 31 15 0 0 0 0 0 0 15 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.59 76.87 3.39 46 20 2 3 4 2 3 4 19 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.66 78.04 2.61 58 20 4 4 2 4 5 2 21 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.7 84.18 5.76 59 20 4 2 1 4 2 1 20 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.71 83.2 4.23 56 20 2 2 2 2 2 2 21 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.72 80.68 3.77 50 20 2 2 2 2 2 2 21 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.73 74.01 1.6 41 18 0 2 3 0 2 3 18 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.75 85.74 4.48 70 21 4 4 3 4 4 3 22 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.82 86.05 3.12 39 18 1 1 3 2 1 3 19 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.86 60.09 0.46 27 14 0 0 0 0 0 0 13 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.87 85.74 4.04 44 19 2 3 5 2 3 5 20 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.9 82.93 0.99 48 21 2 2 2 2 2 2 21 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.90 79.68 1.73 34 15 0 0 0 0 0 0 15 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.95 80.23 5.1 40 19 0 0 0 0 0 0 18 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.2.99 81.32 3.85 37 18 1 1 1 1 1 0 18 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.101 54.24 6.43 16 7 0 0 0 0 0 0 7 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.115 79.04 4.89 32 18 0 0 0 0 0 0 18 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.13 85.59 6.98 63 19 6 5 5 6 5 5 20 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.26 88.46 8.43 54 21 5 5 5 5 5 0 22 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.35 74.52 1.41 40 15 5 5 4 5 5 4 16 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.51 79.17 0.33 46 19 4 3 2 4 3 2 20 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.87 98.84 8.39 58 22 4 4 4 4 4 0 22 1 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.3.98 64.31 8.11 11 9 2 0 0 2 0 0 9 0 MQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.c.1 99.99 1.34 56 21 3 3 3 3 3 3 22 1 HQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.s.1 99.67 0.1 47 21 4 4 4 4 4 4 22 1 HQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.s.2 98.36 0.17 51 21 2 2 3 2 2 3 22 1 HQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.s.3 98.24 0.53 51 21 4 4 4 4 4 4 21 1 HQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.s.4 99.9 1.14 56 21 5 5 6 5 5 1 22 1 HQ
NP-DoBa00000008MP NP-DoBa00000008MP.bin.s.6 99.67 0.15 52 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.12 93.2 3.96 58 20 6 5 5 6 5 5 20 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.14 95.58 2.72 44 18 2 2 2 2 2 2 18 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.16 96.92 0.58 56 21 4 4 2 4 5 2 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.18 94.14 4.48 44 20 1 2 2 1 2 2 20 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.21 93.66 0.38 58 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.24 99.07 0.42 46 19 1 1 1 1 1 1 20 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.3 92.19 1.4 70 20 5 5 4 5 5 4 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.38 99.51 2.02 58 21 5 6 5 5 6 5 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.4 99.99 1.8 54 21 5 5 6 5 5 6 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.44 98 0.65 61 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.46 96.48 4.46 74 21 4 5 4 4 5 4 20 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.5 97.84 2.63 66 20 5 5 5 5 5 5 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.51 93.01 3.46 47 18 5 3 1 5 3 0 18 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.55 99.97 0.11 56 21 3 3 2 3 3 0 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.57 99.39 1.21 64 21 5 6 3 5 6 3 19 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.60 97.6 2.38 60 20 2 4 4 2 4 4 19 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.61 98.3 3.1 41 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.1.8 99.98 2.09 72 21 11 11 11 11 11 11 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.101 100 5.81 60 21 5 5 5 5 5 0 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.102 66.52 2.77 18 11 3 2 3 3 2 3 9 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.106 83.73 4.02 59 22 4 4 4 4 4 4 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.11 51.94 2.29 50 19 1 4 3 1 4 4 20 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.12 89.39 3.15 43 18 3 3 3 3 3 0 19 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.121 88.5 8.88 58 21 7 5 7 7 5 7 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.123 81.68 7.52 32 15 0 1 0 0 1 0 15 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.126 52.32 3.38 28 16 0 0 0 0 0 0 16 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.128 86.75 2.16 60 21 4 5 4 4 5 4 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.129 86.81 4.98 74 21 1 1 2 1 1 2 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.13 73.27 3.53 37 16 0 0 0 0 0 0 16 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.134 68.12 3.59 41 19 3 3 3 3 3 3 18 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.14 80.41 3.81 38 15 7 6 5 7 6 5 14 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.145 84.94 5.67 39 20 1 1 2 1 1 2 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.15 55.1 2.12 37 16 1 1 1 1 1 0 16 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.16 84.61 6 50 21 2 2 3 2 2 3 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.18 57.82 1.86 41 21 0 0 0 0 0 0 21 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.2 73.25 3.06 47 19 0 0 1 0 0 1 19 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.22 71.88 7.28 53 20 1 3 3 1 3 3 19 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.25 79.89 6.9 43 18 0 0 0 0 0 0 18 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.27 80.33 2.21 45 19 0 0 1 0 0 1 17 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.28 89.18 9.49 33 19 1 1 1 1 1 1 20 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.32 61.21 3.58 34 18 1 1 1 1 1 1 18 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.35 81.29 3.54 55 20 3 3 1 3 3 1 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.36 84.37 8.19 32 16 1 1 1 1 1 1 15 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.37 66.3 3.76 46 20 0 0 1 0 0 1 20 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.39 66.41 5.51 57 21 3 1 1 3 1 1 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.4 67.18 7.29 35 17 1 1 0 1 1 0 17 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.41 93.96 3.77 52 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.45 80.26 5.06 53 21 0 0 0 0 0 0 21 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.48 75.4 3.23 46 20 0 0 0 0 0 0 20 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.50 88.96 8.25 44 20 0 0 1 0 0 1 19 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.54 81.72 3.73 51 21 4 3 2 4 3 2 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.56 90.86 7.2 66 21 3 3 3 3 4 3 20 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.57 91.12 4.33 139 21 4 3 4 4 3 4 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.6 76.43 6.87 41 18 4 3 4 4 3 4 18 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.60 82.67 3.82 61 21 2 2 1 2 2 1 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.64 83.15 5.94 58 21 4 4 2 4 4 2 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.67 58.62 0.78 44 17 4 5 4 4 5 0 18 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.68 84.7 5.22 46 20 3 3 3 3 3 3 19 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.7 75.95 5.05 23 15 1 1 1 1 1 0 15 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.71 80.77 3.04 61 21 6 5 4 6 5 4 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.72 55.17 3.3 44 21 2 0 1 2 0 1 20 0 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.73 87.38 3.42 34 18 2 1 2 2 1 2 18 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.76 83.54 3.46 37 19 1 2 2 1 2 2 18 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.77 82.12 0.05 52 19 3 3 3 3 3 3 20 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.78 84.93 2.07 55 22 4 5 4 4 5 4 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.81 70.68 3.68 47 19 5 5 5 5 5 5 19 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.83 91.55 0.61 56 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.85 97.78 7.39 34 20 1 1 1 1 1 1 20 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.86 90.28 2.51 55 21 3 4 3 3 4 0 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.9 83.43 5.51 32 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.91 100 0.63 67 21 5 5 3 5 5 3 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.2.94 83.85 3.7 51 21 5 5 5 5 5 5 21 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.3.13 84.59 5.4 64 21 6 5 5 6 5 4 20 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.3.59 60.63 6.06 29 14 1 1 1 1 1 1 14 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.3.6 59.07 1.65 25 12 3 3 3 3 3 0 13 1 MQ
NP-RASK00000048MP NP-RASK00000048MP.bin.c.1 99.98 0 43 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.c.2 99.96 0.23 54 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.c.3 99.95 0.17 53 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.s.1 99.98 0.22 67 21 6 6 7 6 6 7 22 1 HQ
NP-RASK00000048MP NP-RASK00000048MP.bin.s.2 99.99 0.7 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.1 99.97 0.89 52 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.100 99.98 0.33 58 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.107 99.98 1.05 60 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.108 100 3.07 48 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.109 96.53 0.47 40 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.114 99.99 0.95 63 21 3 3 4 3 3 4 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.117 99.84 0.96 36 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.118 95.26 4.45 36 18 4 1 1 5 1 0 18 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.119 92.16 1.6 37 21 2 1 1 2 1 1 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.123 90.3 0 55 22 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.125 91 0.33 66 21 7 9 8 7 9 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.138 100 0.89 56 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.139 96.52 0.39 35 19 2 2 2 2 2 2 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.142 94.58 4.61 57 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.143 100 2.22 36 20 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.144 97.65 0.24 42 21 2 2 2 2 2 3 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.147 94.13 3.91 44 19 2 2 2 2 2 2 19 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.148 97.95 3.21 34 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.150 94.67 1.14 59 21 3 5 5 3 5 5 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.18 93.85 0.45 62 21 4 4 4 4 4 4 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.19 99.92 2.23 54 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.2 99.89 0.3 64 21 5 5 5 5 5 5 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.23 99.99 0.12 54 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.28 95.59 0.87 31 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.32 100 0.75 36 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.33 97.4 0.25 45 20 1 1 2 1 1 2 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.34 93 1.43 34 19 2 2 3 2 2 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.35 96.11 0.21 45 20 2 2 2 2 2 2 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.38 99.96 0.2 53 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.39 99.84 0.11 45 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.40 96.55 0.97 53 21 5 5 6 5 5 6 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.41 95.27 1.63 33 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.42 98.96 0.93 47 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.44 99.87 0.08 57 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.45 98.81 0.11 48 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.47 95.43 0.36 54 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.48 98.47 1.63 34 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.49 98.68 0.25 50 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.50 99.95 1.28 91 21 4 3 4 4 3 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.51 94.02 0.36 32 21 1 1 1 1 1 1 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.52 93.89 2.93 34 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.53 95.55 1.84 34 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.54 100 4.51 38 20 2 2 2 2 2 0 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.55 99.5 0.3 53 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.56 98.42 0.26 43 17 3 3 3 3 3 3 18 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.57 94.89 2.28 61 22 4 4 4 4 4 4 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.58 96.37 4.85 52 21 3 2 3 3 2 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.59 99.97 0.15 62 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.60 96.93 1.91 60 21 4 4 5 4 4 5 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.61 92.84 0.94 34 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.64 92.96 0.33 38 19 0 0 0 0 0 0 18 0 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.65 99.5 0.29 44 20 2 2 3 2 2 3 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.66 99.99 0.22 61 21 3 3 4 3 3 4 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.67 92.12 1.47 30 19 1 1 2 1 1 2 18 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.68 96.03 0.75 58 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.69 91.22 0 68 21 6 6 6 6 6 6 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.70 91.04 0.8 33 21 2 2 1 2 2 1 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.71 91.56 3.35 32 21 1 0 0 1 0 0 22 0 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.72 94.39 1.1 56 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.73 93.62 1.26 61 20 5 6 7 5 6 0 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.74 98.3 2.4 65 21 8 8 8 8 8 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.76 95.96 2.25 51 21 2 2 2 2 2 2 19 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.77 92.91 0.64 37 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.79 93.84 0.33 44 19 2 2 2 2 2 2 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.82 93.43 2.38 48 21 2 2 2 2 2 1 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.83 97.34 0.34 46 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.84 93.4 1.51 45 21 1 1 2 1 1 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.85 92.66 1.74 32 21 1 1 1 1 1 1 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.86 96.36 1.28 48 18 2 2 2 2 2 2 18 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.87 97.5 3.62 56 20 4 5 5 4 5 5 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.91 99.34 0.62 50 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.93 94.43 0.79 52 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.96 93.18 1.55 48 19 2 1 2 2 1 2 19 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.97 98.15 0.33 54 21 4 4 5 4 4 5 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.1.98 99.99 3.51 55 21 5 5 7 5 5 2 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.10 84.38 5.68 58 21 2 3 4 2 3 4 22 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.100 89.43 1.56 52 20 2 2 2 2 2 2 21 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.103 93.26 5.37 66 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.105 87.96 3.8 37 18 0 0 2 1 0 2 18 0 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.108 99.9 3.36 70 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.109 95.53 0.63 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.112 85.04 1.33 49 21 0 2 2 0 2 2 22 0 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.119 95.95 1.44 49 21 3 4 3 3 4 0 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.12 59.43 1.1 57 22 5 6 5 5 6 5 21 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.122 94.62 5.04 55 21 4 4 4 4 4 0 21 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.124 95.49 0.74 51 21 2 2 4 2 2 4 22 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.126 96.11 0.67 81 21 5 5 6 5 5 6 21 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.129 99.67 8.86 70 21 5 5 5 5 5 5 22 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.131 91 1.46 41 20 3 3 3 3 3 3 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.132 99.86 3.97 68 21 2 2 4 2 2 4 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.134 99.06 2.26 58 21 3 4 3 3 4 2 20 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.136 94.77 4.19 51 20 1 1 1 1 1 1 19 1 HQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.139 84.4 1.8 68 20 6 6 6 6 6 6 20 1 MQ
NP-RASK00000037MP NP-RASK00000037MP.bin.2.142 98.61 5.16 77 21 7 7 7 7 7 7 22 1 MQ
